Account,Transaction ID,Timestamp,Date,Delta,Amount,Cash Change Type,Currency,Contract
DEMO4543231,247302402322,07/03/2025 07:31:04,2025-07-03,-0.19,"48,995.95", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402323,07/03/2025 07:31:04,2025-07-03,-0.02,"48,995.93", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402324,07/03/2025 07:31:04,2025-07-03,-0.35,"48,995.58", Commission,USD,MGCQ5
DEMO4543231,247302402327,07/03/2025 07:31:04,2025-07-03,-9.00,"48,986.58", Trade Paired,USD,MGCQ5
DEMO4543231,247302402332,07/03/2025 07:33:04,2025-07-03,-1.15,"48,985.43", Exchange Fee,USD,MBTN5
DEMO4543231,247302402333,07/03/2025 07:33:04,2025-07-03,-0.19,"48,985.24", Clearing Fee,USD,MBTN5
DEMO4543231,247302402334,07/03/2025 07:33:04,2025-07-03,-0.02,"48,985.22", Nfa Fee,USD,MBTN5
DEMO4543231,247302402335,07/03/2025 07:33:04,2025-07-03,-0.35,"48,984.87", Commission,USD,MBTN5
DEMO4543231,247302402341,07/03/2025 07:33:59,2025-07-03,-1.15,"48,983.72", Exchange Fee,USD,MBTN5
DEMO4543231,247302402342,07/03/2025 07:33:59,2025-07-03,-0.19,"48,983.53", Clearing Fee,USD,MBTN5
DEMO4543231,247302402343,07/03/2025 07:33:59,2025-07-03,-0.02,"48,983.51", Nfa Fee,USD,MBTN5
DEMO4543231,247302402344,07/03/2025 07:33:59,2025-07-03,-0.35,"48,983.16", Commission,USD,MBTN5
DEMO4543231,247302402347,07/03/2025 07:33:59,2025-07-03,-5.00,"48,978.16", Trade Paired,USD,MBTN5
DEMO4543231,247302402352,07/03/2025 07:36:04,2025-07-03,-0.50,"48,977.66", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402353,07/03/2025 07:36:04,2025-07-03,-0.19,"48,977.47", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402354,07/03/2025 07:36:04,2025-07-03,-0.02,"48,977.45", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402355,07/03/2025 07:36:04,2025-07-03,-0.35,"48,977.10", Commission,USD,MGCQ5
DEMO4543231,247302402361,07/03/2025 07:37:24,2025-07-03,-0.35,"48,976.75", Exchange Fee,USD,MESU5
DEMO4543231,247302402362,07/03/2025 07:37:24,2025-07-03,-0.19,"48,976.56", Clearing Fee,USD,MESU5
DEMO4543231,247302402363,07/03/2025 07:37:24,2025-07-03,-0.02,"48,976.54", Nfa Fee,USD,MESU5
DEMO4543231,247302402364,07/03/2025 07:37:24,2025-07-03,-0.35,"48,976.19", Commission,USD,MESU5
DEMO4543231,247302402367,07/03/2025 07:37:24,2025-07-03,-12.50,"48,963.69", Trade Paired,USD,MESU5
DEMO4543231,247302402372,07/03/2025 07:37:49,2025-07-03,-0.50,"48,963.19", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402373,07/03/2025 07:37:49,2025-07-03,-0.19,"48,963.00", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402374,07/03/2025 07:37:49,2025-07-03,-0.02,"48,962.98", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402375,07/03/2025 07:37:49,2025-07-03,-0.35,"48,962.63", Commission,USD,MGCQ5
DEMO4543231,247302402378,07/03/2025 07:37:49,2025-07-03,-12.00,"48,950.63", Trade Paired,USD,MGCQ5
DEMO4543231,247302402383,07/03/2025 07:45:00,2025-07-03,-0.35,"48,950.28", Exchange Fee,USD,MESU5
DEMO4543231,247302402384,07/03/2025 07:45:00,2025-07-03,-0.19,"48,950.09", Clearing Fee,USD,MESU5
DEMO4543231,247302402385,07/03/2025 07:45:00,2025-07-03,-0.02,"48,950.07", Nfa Fee,USD,MESU5
DEMO4543231,247302402386,07/03/2025 07:45:00,2025-07-03,-0.35,"48,949.72", Commission,USD,MESU5
DEMO4543231,247302402392,07/03/2025 07:45:01,2025-07-03,-0.50,"48,949.22", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402393,07/03/2025 07:45:01,2025-07-03,-0.19,"48,949.03", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402394,07/03/2025 07:45:01,2025-07-03,-0.02,"48,949.01", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402395,07/03/2025 07:45:01,2025-07-03,-0.35,"48,948.66", Commission,USD,MGCQ5
DEMO4543231,247302402401,07/03/2025 07:47:09,2025-07-03,-0.50,"48,948.16", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402402,07/03/2025 07:47:09,2025-07-03,-0.19,"48,947.97", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402403,07/03/2025 07:47:09,2025-07-03,-0.02,"48,947.95", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402404,07/03/2025 07:47:09,2025-07-03,-0.35,"48,947.60", Commission,USD,MGCQ5
DEMO4543231,247302402407,07/03/2025 07:47:09,2025-07-03,-13.00,"48,934.60", Trade Paired,USD,MGCQ5
DEMO4543231,247302402412,07/03/2025 07:51:01,2025-07-03,-0.50,"48,934.10", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402413,07/03/2025 07:51:01,2025-07-03,-0.19,"48,933.91", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402414,07/03/2025 07:51:01,2025-07-03,-0.02,"48,933.89", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402415,07/03/2025 07:51:01,2025-07-03,-0.35,"48,933.54", Commission,USD,MGCQ5
DEMO4543231,247302402421,07/03/2025 07:51:32,2025-07-03,-0.50,"48,933.04", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402422,07/03/2025 07:51:32,2025-07-03,-0.19,"48,932.85", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402423,07/03/2025 07:51:32,2025-07-03,-0.02,"48,932.83", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402424,07/03/2025 07:51:32,2025-07-03,-0.35,"48,932.48", Commission,USD,MGCQ5
DEMO4543231,247302402427,07/03/2025 07:51:32,2025-07-03,-9.00,"48,923.48", Trade Paired,USD,MGCQ5
DEMO4543231,247302402432,07/03/2025 07:57:05,2025-07-03,-0.50,"48,922.98", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402433,07/03/2025 07:57:05,2025-07-03,-0.19,"48,922.79", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402434,07/03/2025 07:57:05,2025-07-03,-0.02,"48,922.77", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402435,07/03/2025 07:57:05,2025-07-03,-0.35,"48,922.42", Commission,USD,MGCQ5
DEMO4543231,247302402441,07/03/2025 07:58:23,2025-07-03,-0.35,"48,922.07", Exchange Fee,USD,MESU5
DEMO4543231,247302402442,07/03/2025 07:58:23,2025-07-03,-0.19,"48,921.88", Clearing Fee,USD,MESU5
DEMO4543231,247302402443,07/03/2025 07:58:23,2025-07-03,-0.02,"48,921.86", Nfa Fee,USD,MESU5
DEMO4543231,247302402444,07/03/2025 07:58:23,2025-07-03,-0.35,"48,921.51", Commission,USD,MESU5
DEMO4543231,247302402447,07/03/2025 07:58:23,2025-07-03,-11.25,"48,910.26", Trade Paired,USD,MESU5
DEMO4543231,247302402452,07/03/2025 07:59:51,2025-07-03,-0.50,"48,909.76", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402453,07/03/2025 07:59:51,2025-07-03,-0.19,"48,909.57", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402454,07/03/2025 07:59:51,2025-07-03,-0.02,"48,909.55", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402455,07/03/2025 07:59:51,2025-07-03,-0.35,"48,909.20", Commission,USD,MGCQ5
DEMO4543231,247302402458,07/03/2025 07:59:51,2025-07-03,6.00,"48,915.20", Trade Paired,USD,MGCQ5
DEMO4543231,247302402463,07/03/2025 08:00:01,2025-07-03,-0.35,"48,914.85", Exchange Fee,USD,MESU5
DEMO4543231,247302402464,07/03/2025 08:00:01,2025-07-03,-0.19,"48,914.66", Clearing Fee,USD,MESU5
DEMO4543231,247302402465,07/03/2025 08:00:01,2025-07-03,-0.02,"48,914.64", Nfa Fee,USD,MESU5
DEMO4543231,247302402466,07/03/2025 08:00:01,2025-07-03,-0.35,"48,914.29", Commission,USD,MESU5
DEMO4543231,247302402472,07/03/2025 08:04:16,2025-07-03,-0.35,"48,913.94", Exchange Fee,USD,MESU5
DEMO4543231,247302402473,07/03/2025 08:04:16,2025-07-03,-0.19,"48,913.75", Clearing Fee,USD,MESU5
DEMO4543231,247302402474,07/03/2025 08:04:16,2025-07-03,-0.02,"48,913.73", Nfa Fee,USD,MESU5
DEMO4543231,247302402475,07/03/2025 08:04:16,2025-07-03,-0.35,"48,913.38", Commission,USD,MESU5
DEMO4543231,247302402478,07/03/2025 08:04:16,2025-07-03,15.00,"48,928.38", Trade Paired,USD,MESU5
DEMO4543231,247302402483,07/03/2025 08:12:01,2025-07-03,-0.50,"48,927.88", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402484,07/03/2025 08:12:01,2025-07-03,-0.19,"48,927.69", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402485,07/03/2025 08:12:01,2025-07-03,-0.02,"48,927.67", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402486,07/03/2025 08:12:01,2025-07-03,-0.35,"48,927.32", Commission,USD,MGCQ5
DEMO4543231,247302402492,07/03/2025 08:12:03,2025-07-03,-1.15,"48,926.17", Exchange Fee,USD,MBTN5
DEMO4543231,247302402493,07/03/2025 08:12:03,2025-07-03,-0.19,"48,925.98", Clearing Fee,USD,MBTN5
DEMO4543231,247302402494,07/03/2025 08:12:03,2025-07-03,-0.02,"48,925.96", Nfa Fee,USD,MBTN5
DEMO4543231,247302402495,07/03/2025 08:12:03,2025-07-03,-0.35,"48,925.61", Commission,USD,MBTN5
DEMO4543231,247302402501,07/03/2025 08:12:09,2025-07-03,-1.15,"48,924.46", Exchange Fee,USD,MBTN5
DEMO4543231,247302402502,07/03/2025 08:12:09,2025-07-03,-0.19,"48,924.27", Clearing Fee,USD,MBTN5
DEMO4543231,247302402503,07/03/2025 08:12:09,2025-07-03,-0.02,"48,924.25", Nfa Fee,USD,MBTN5
DEMO4543231,247302402504,07/03/2025 08:12:09,2025-07-03,-0.35,"48,923.90", Commission,USD,MBTN5
DEMO4543231,247302402507,07/03/2025 08:12:09,2025-07-03,-8.00,"48,915.90", Trade Paired,USD,MBTN5
DEMO4543231,247302402512,07/03/2025 08:12:23,2025-07-03,-0.50,"48,915.40", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402513,07/03/2025 08:12:23,2025-07-03,-0.19,"48,915.21", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402514,07/03/2025 08:12:23,2025-07-03,-0.02,"48,915.19", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402515,07/03/2025 08:12:23,2025-07-03,-0.35,"48,914.84", Commission,USD,MGCQ5
DEMO4543231,247302402518,07/03/2025 08:12:23,2025-07-03,7.00,"48,921.84", Trade Paired,USD,MGCQ5
DEMO4543231,247302402523,07/03/2025 08:18:17,2025-07-03,-1.15,"48,920.69", Exchange Fee,USD,MBTN5
DEMO4543231,247302402524,07/03/2025 08:18:17,2025-07-03,-0.19,"48,920.50", Clearing Fee,USD,MBTN5
DEMO4543231,247302402525,07/03/2025 08:18:17,2025-07-03,-0.02,"48,920.48", Nfa Fee,USD,MBTN5
DEMO4543231,247302402526,07/03/2025 08:18:17,2025-07-03,-0.35,"48,920.13", Commission,USD,MBTN5
DEMO4543231,247302402532,07/03/2025 08:22:33,2025-07-03,-1.15,"48,918.98", Exchange Fee,USD,MBTN5
DEMO4543231,247302402533,07/03/2025 08:22:33,2025-07-03,-0.19,"48,918.79", Clearing Fee,USD,MBTN5
DEMO4543231,247302402534,07/03/2025 08:22:33,2025-07-03,-0.02,"48,918.77", Nfa Fee,USD,MBTN5
DEMO4543231,247302402535,07/03/2025 08:22:33,2025-07-03,-0.35,"48,918.42", Commission,USD,MBTN5
DEMO4543231,247302402538,07/03/2025 08:22:33,2025-07-03,-4.00,"48,914.42", Trade Paired,USD,MBTN5
DEMO4543231,247302402543,07/03/2025 08:27:03,2025-07-03,-1.15,"48,913.27", Exchange Fee,USD,MBTN5
DEMO4543231,247302402544,07/03/2025 08:27:03,2025-07-03,-0.19,"48,913.08", Clearing Fee,USD,MBTN5
DEMO4543231,247302402545,07/03/2025 08:27:03,2025-07-03,-0.02,"48,913.06", Nfa Fee,USD,MBTN5
DEMO4543231,247302402546,07/03/2025 08:27:03,2025-07-03,-0.35,"48,912.71", Commission,USD,MBTN5
DEMO4543231,247302402552,07/03/2025 08:27:16,2025-07-03,-1.15,"48,911.56", Exchange Fee,USD,MBTN5
DEMO4543231,247302402553,07/03/2025 08:27:16,2025-07-03,-0.19,"48,911.37", Clearing Fee,USD,MBTN5
DEMO4543231,247302402554,07/03/2025 08:27:16,2025-07-03,-0.02,"48,911.35", Nfa Fee,USD,MBTN5
DEMO4543231,247302402555,07/03/2025 08:27:16,2025-07-03,-0.35,"48,911.00", Commission,USD,MBTN5
DEMO4543231,247302402558,07/03/2025 08:27:16,2025-07-03,-3.50,"48,907.50", Trade Paired,USD,MBTN5
DEMO4543231,247302402563,07/03/2025 08:30:03,2025-07-03,-0.35,"48,907.15", Exchange Fee,USD,MESU5
DEMO4543231,247302402564,07/03/2025 08:30:03,2025-07-03,-0.19,"48,906.96", Clearing Fee,USD,MESU5
DEMO4543231,247302402565,07/03/2025 08:30:03,2025-07-03,-0.02,"48,906.94", Nfa Fee,USD,MESU5
DEMO4543231,247302402566,07/03/2025 08:30:03,2025-07-03,-0.35,"48,906.59", Commission,USD,MESU5
DEMO4543231,247302402572,07/03/2025 08:30:05,2025-07-03,-0.35,"48,906.24", Exchange Fee,USD,MESU5
DEMO4543231,247302402573,07/03/2025 08:30:05,2025-07-03,-0.19,"48,906.05", Clearing Fee,USD,MESU5
DEMO4543231,247302402574,07/03/2025 08:30:05,2025-07-03,-0.02,"48,906.03", Nfa Fee,USD,MESU5
DEMO4543231,247302402575,07/03/2025 08:30:05,2025-07-03,-0.35,"48,905.68", Commission,USD,MESU5
DEMO4543231,247302402578,07/03/2025 08:30:05,2025-07-03,-21.25,"48,884.43", Trade Paired,USD,MESU5
DEMO4543231,247302402583,07/03/2025 08:42:01,2025-07-03,-0.50,"48,883.93", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402584,07/03/2025 08:42:01,2025-07-03,-0.19,"48,883.74", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402585,07/03/2025 08:42:01,2025-07-03,-0.02,"48,883.72", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402586,07/03/2025 08:42:01,2025-07-03,-0.35,"48,883.37", Commission,USD,MGCQ5
DEMO4543231,247302402592,07/03/2025 08:42:14,2025-07-03,-0.50,"48,882.87", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402593,07/03/2025 08:42:14,2025-07-03,-0.19,"48,882.68", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402594,07/03/2025 08:42:14,2025-07-03,-0.02,"48,882.66", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402595,07/03/2025 08:42:14,2025-07-03,-0.35,"48,882.31", Commission,USD,MGCQ5
DEMO4543231,247302402598,07/03/2025 08:42:14,2025-07-03,5.00,"48,887.31", Trade Paired,USD,MGCQ5
DEMO4543231,247302402603,07/03/2025 08:45:09,2025-07-03,-1.15,"48,886.16", Exchange Fee,USD,MBTN5
DEMO4543231,247302402604,07/03/2025 08:45:09,2025-07-03,-0.19,"48,885.97", Clearing Fee,USD,MBTN5
DEMO4543231,247302402605,07/03/2025 08:45:09,2025-07-03,-0.02,"48,885.95", Nfa Fee,USD,MBTN5
DEMO4543231,247302402606,07/03/2025 08:45:09,2025-07-03,-0.35,"48,885.60", Commission,USD,MBTN5
DEMO4543231,247302402612,07/03/2025 08:45:36,2025-07-03,-1.15,"48,884.45", Exchange Fee,USD,MBTN5
DEMO4543231,247302402613,07/03/2025 08:45:36,2025-07-03,-0.19,"48,884.26", Clearing Fee,USD,MBTN5
DEMO4543231,247302402614,07/03/2025 08:45:36,2025-07-03,-0.02,"48,884.24", Nfa Fee,USD,MBTN5
DEMO4543231,247302402615,07/03/2025 08:45:36,2025-07-03,-0.35,"48,883.89", Commission,USD,MBTN5
DEMO4543231,247302402618,07/03/2025 08:45:36,2025-07-03,-6.00,"48,877.89", Trade Paired,USD,MBTN5
DEMO4543231,247302402623,07/03/2025 08:48:00,2025-07-03,-0.50,"48,877.39", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402624,07/03/2025 08:48:00,2025-07-03,-0.19,"48,877.20", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402625,07/03/2025 08:48:00,2025-07-03,-0.02,"48,877.18", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402626,07/03/2025 08:48:00,2025-07-03,-0.35,"48,876.83", Commission,USD,MGCQ5
DEMO4543231,247302402632,07/03/2025 08:48:10,2025-07-03,-0.50,"48,876.33", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402633,07/03/2025 08:48:10,2025-07-03,-0.19,"48,876.14", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402634,07/03/2025 08:48:10,2025-07-03,-0.02,"48,876.12", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402635,07/03/2025 08:48:10,2025-07-03,-0.35,"48,875.77", Commission,USD,MGCQ5
DEMO4543231,247302402638,07/03/2025 08:48:10,2025-07-03,1.00,"48,876.77", Trade Paired,USD,MGCQ5
DEMO4543231,247302402643,07/03/2025 08:51:04,2025-07-03,-1.15,"48,875.62", Exchange Fee,USD,MBTN5
DEMO4543231,247302402644,07/03/2025 08:51:04,2025-07-03,-0.19,"48,875.43", Clearing Fee,USD,MBTN5
DEMO4543231,247302402645,07/03/2025 08:51:04,2025-07-03,-0.02,"48,875.41", Nfa Fee,USD,MBTN5
DEMO4543231,247302402646,07/03/2025 08:51:04,2025-07-03,-0.35,"48,875.06", Commission,USD,MBTN5
DEMO4543231,247302402652,07/03/2025 08:51:28,2025-07-03,-1.15,"48,873.91", Exchange Fee,USD,MBTN5
DEMO4543231,247302402653,07/03/2025 08:51:28,2025-07-03,-0.19,"48,873.72", Clearing Fee,USD,MBTN5
DEMO4543231,247302402654,07/03/2025 08:51:28,2025-07-03,-0.02,"48,873.70", Nfa Fee,USD,MBTN5
DEMO4543231,247302402655,07/03/2025 08:51:28,2025-07-03,-0.35,"48,873.35", Commission,USD,MBTN5
DEMO4543231,247302402658,07/03/2025 08:51:28,2025-07-03,1.50,"48,874.85", Trade Paired,USD,MBTN5
DEMO4543231,247302402663,07/03/2025 08:54:02,2025-07-03,-0.50,"48,874.35", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402664,07/03/2025 08:54:02,2025-07-03,-0.19,"48,874.16", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402665,07/03/2025 08:54:02,2025-07-03,-0.02,"48,874.14", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402666,07/03/2025 08:54:02,2025-07-03,-0.35,"48,873.79", Commission,USD,MGCQ5
DEMO4543231,247302402672,07/03/2025 08:54:51,2025-07-03,-0.50,"48,873.29", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402673,07/03/2025 08:54:51,2025-07-03,-0.19,"48,873.10", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402674,07/03/2025 08:54:51,2025-07-03,-0.02,"48,873.08", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402675,07/03/2025 08:54:51,2025-07-03,-0.35,"48,872.73", Commission,USD,MGCQ5
DEMO4543231,247302402678,07/03/2025 08:54:51,2025-07-03,6.00,"48,878.73", Trade Paired,USD,MGCQ5
DEMO4543231,247302402683,07/03/2025 08:55:00,2025-07-03,-0.35,"48,878.38", Exchange Fee,USD,MESU5
DEMO4543231,247302402684,07/03/2025 08:55:00,2025-07-03,-0.19,"48,878.19", Clearing Fee,USD,MESU5
DEMO4543231,247302402685,07/03/2025 08:55:00,2025-07-03,-0.02,"48,878.17", Nfa Fee,USD,MESU5
DEMO4543231,247302402686,07/03/2025 08:55:00,2025-07-03,-0.35,"48,877.82", Commission,USD,MESU5
DEMO4543231,247302402692,07/03/2025 09:02:55,2025-07-03,-0.35,"48,877.47", Exchange Fee,USD,MESU5
DEMO4543231,247302402693,07/03/2025 09:02:55,2025-07-03,-0.19,"48,877.28", Clearing Fee,USD,MESU5
DEMO4543231,247302402694,07/03/2025 09:02:55,2025-07-03,-0.02,"48,877.26", Nfa Fee,USD,MESU5
DEMO4543231,247302402695,07/03/2025 09:02:55,2025-07-03,-0.35,"48,876.91", Commission,USD,MESU5
DEMO4543231,247302402698,07/03/2025 09:02:55,2025-07-03,11.25,"48,888.16", Trade Paired,USD,MESU5
DEMO4543231,247302402703,07/03/2025 09:05:01,2025-07-03,-0.35,"48,887.81", Exchange Fee,USD,MESU5
DEMO4543231,247302402704,07/03/2025 09:05:01,2025-07-03,-0.19,"48,887.62", Clearing Fee,USD,MESU5
DEMO4543231,247302402705,07/03/2025 09:05:01,2025-07-03,-0.02,"48,887.60", Nfa Fee,USD,MESU5
DEMO4543231,247302402706,07/03/2025 09:05:01,2025-07-03,-0.35,"48,887.25", Commission,USD,MESU5
DEMO4543231,247302402712,07/03/2025 09:06:37,2025-07-03,-0.35,"48,886.90", Exchange Fee,USD,MESU5
DEMO4543231,247302402713,07/03/2025 09:06:37,2025-07-03,-0.19,"48,886.71", Clearing Fee,USD,MESU5
DEMO4543231,247302402714,07/03/2025 09:06:37,2025-07-03,-0.02,"48,886.69", Nfa Fee,USD,MESU5
DEMO4543231,247302402715,07/03/2025 09:06:37,2025-07-03,-0.35,"48,886.34", Commission,USD,MESU5
DEMO4543231,247302402718,07/03/2025 09:06:37,2025-07-03,11.25,"48,897.59", Trade Paired,USD,MESU5
DEMO4543231,247302402723,07/03/2025 09:18:01,2025-07-03,-0.50,"48,897.09", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402724,07/03/2025 09:18:01,2025-07-03,-0.19,"48,896.90", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402725,07/03/2025 09:18:01,2025-07-03,-0.02,"48,896.88", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402726,07/03/2025 09:18:01,2025-07-03,-0.35,"48,896.53", Commission,USD,MGCQ5
DEMO4543231,247302402732,07/03/2025 09:18:24,2025-07-03,-0.50,"48,896.03", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402733,07/03/2025 09:18:24,2025-07-03,-0.19,"48,895.84", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402734,07/03/2025 09:18:24,2025-07-03,-0.02,"48,895.82", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402735,07/03/2025 09:18:24,2025-07-03,-0.35,"48,895.47", Commission,USD,MGCQ5
DEMO4543231,247302402738,07/03/2025 09:18:24,2025-07-03,-8.00,"48,887.47", Trade Paired,USD,MGCQ5
DEMO4543231,247302402743,07/03/2025 09:24:02,2025-07-03,-1.15,"48,886.32", Exchange Fee,USD,MBTN5
DEMO4543231,247302402744,07/03/2025 09:24:02,2025-07-03,-0.19,"48,886.13", Clearing Fee,USD,MBTN5
DEMO4543231,247302402745,07/03/2025 09:24:02,2025-07-03,-0.02,"48,886.11", Nfa Fee,USD,MBTN5
DEMO4543231,247302402746,07/03/2025 09:24:02,2025-07-03,-0.35,"48,885.76", Commission,USD,MBTN5
DEMO4543231,247302402752,07/03/2025 09:24:06,2025-07-03,-1.15,"48,884.61", Exchange Fee,USD,MBTN5
DEMO4543231,247302402753,07/03/2025 09:24:06,2025-07-03,-0.19,"48,884.42", Clearing Fee,USD,MBTN5
DEMO4543231,247302402754,07/03/2025 09:24:06,2025-07-03,-0.02,"48,884.40", Nfa Fee,USD,MBTN5
DEMO4543231,247302402755,07/03/2025 09:24:06,2025-07-03,-0.35,"48,884.05", Commission,USD,MBTN5
DEMO4543231,247302402758,07/03/2025 09:24:06,2025-07-03,-2.00,"48,882.05", Trade Paired,USD,MBTN5
DEMO4543231,247302402763,07/03/2025 09:25:01,2025-07-03,-0.35,"48,881.70", Exchange Fee,USD,MESU5
DEMO4543231,247302402764,07/03/2025 09:25:01,2025-07-03,-0.19,"48,881.51", Clearing Fee,USD,MESU5
DEMO4543231,247302402765,07/03/2025 09:25:01,2025-07-03,-0.02,"48,881.49", Nfa Fee,USD,MESU5
DEMO4543231,247302402766,07/03/2025 09:25:01,2025-07-03,-0.35,"48,881.14", Commission,USD,MESU5
DEMO4543231,247302402772,07/03/2025 09:28:07,2025-07-03,-0.35,"48,880.79", Exchange Fee,USD,MESU5
DEMO4543231,247302402773,07/03/2025 09:28:07,2025-07-03,-0.19,"48,880.60", Clearing Fee,USD,MESU5
DEMO4543231,247302402774,07/03/2025 09:28:07,2025-07-03,-0.02,"48,880.58", Nfa Fee,USD,MESU5
DEMO4543231,247302402775,07/03/2025 09:28:07,2025-07-03,-0.35,"48,880.23", Commission,USD,MESU5
DEMO4543231,247302402778,07/03/2025 09:28:07,2025-07-03,10.00,"48,890.23", Trade Paired,USD,MESU5
DEMO4543231,247302402783,07/03/2025 09:33:02,2025-07-03,-0.50,"48,889.73", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402784,07/03/2025 09:33:02,2025-07-03,-0.19,"48,889.54", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402785,07/03/2025 09:33:02,2025-07-03,-0.02,"48,889.52", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402786,07/03/2025 09:33:02,2025-07-03,-0.35,"48,889.17", Commission,USD,MGCQ5
DEMO4543231,247302402792,07/03/2025 09:33:18,2025-07-03,-0.50,"48,888.67", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402793,07/03/2025 09:33:18,2025-07-03,-0.19,"48,888.48", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402794,07/03/2025 09:33:18,2025-07-03,-0.02,"48,888.46", Nfa Fee,USD,MGCQ5
DEMO4543231,247302402795,07/03/2025 09:33:18,2025-07-03,-0.35,"48,888.11", Commission,USD,MGCQ5
DEMO4543231,247302402798,07/03/2025 09:33:18,2025-07-03,5.00,"48,893.11", Trade Paired,USD,MGCQ5
DEMO4543231,247302402803,07/03/2025 09:36:05,2025-07-03,-1.15,"48,891.96", Exchange Fee,USD,MBTN5
DEMO4543231,247302402804,07/03/2025 09:36:05,2025-07-03,-0.19,"48,891.77", Clearing Fee,USD,MBTN5
DEMO4543231,247302402805,07/03/2025 09:36:05,2025-07-03,-0.02,"48,891.75", Nfa Fee,USD,MBTN5
DEMO4543231,247302402806,07/03/2025 09:36:05,2025-07-03,-0.35,"48,891.40", Commission,USD,MBTN5
DEMO4543231,247302402812,07/03/2025 09:36:35,2025-07-03,-1.15,"48,890.25", Exchange Fee,USD,MBTN5
DEMO4543231,247302402813,07/03/2025 09:36:35,2025-07-03,-0.19,"48,890.06", Clearing Fee,USD,MBTN5
DEMO4543231,247302402814,07/03/2025 09:36:35,2025-07-03,-0.02,"48,890.04", Nfa Fee,USD,MBTN5
DEMO4543231,247302402815,07/03/2025 09:36:35,2025-07-03,-0.35,"48,889.69", Commission,USD,MBTN5
DEMO4543231,247302402818,07/03/2025 09:36:35,2025-07-03,-5.00,"48,884.69", Trade Paired,USD,MBTN5
DEMO4543231,247302402823,07/03/2025 09:42:01,2025-07-03,-0.50,"48,884.19", Exchange Fee,USD,MGCQ5
DEMO4543231,247302402824,07/03/2025 09:42:01,2025-07-03,-0.19,"48,884.00", Clearing Fee,USD,MGCQ5
DEMO4543231,247302402825,07/03/2025 09:42:01,2025-07-03,-0.02,"48,883.98", Nfa Fee,USD,MGCQ5
